Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bull, J.L., Hunt, A.J., Meyhöfer, E.","7202139180; 57203045109; 6601998370","A theoretical model of a molecular-motor-powered pump",2005,"Biomedical Microdevices",7,"1",,21,33,,26,10.1007/s10544-005-6168-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18144371131&partnerID=40&md5=613608955461241990bbe41c64ec01e9",Article,Final,,Scopus,2-s2.0-18144371131
"Koltay, A., Daly, N.L., Gustafson, K.R., Craik, D.J.","6506586804; 7005085899; 7103232827; 7102228054","Structure of circulin B and implications for antimicrobial activity of the cyclotides",2005,"International Journal of Peptide Research and Therapeutics",11,"1",,99,106,,26,10.1007/s10989-004-1722-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20444456459&partnerID=40&md5=2713ba2d90d072fe19e7c1ee1ba1d924",Article,Final,,Scopus,2-s2.0-20444456459
"Gomes, L., Sanches, M.R., Von Zuben, C.J.","8977277400; 36005655800; 6701514564","Dispersal and burial behavior in larvae of Chrysomya megacephala and Chrysomya albiceps (Diptera, Calliphoridae)",2005,"Journal of Insect Behavior",18,"2",,281,292,,12,10.1007/s10905-005-0480-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16444378909&partnerID=40&md5=895933d7c8d2be23eff900a9e5c1cca4",Article,Final,,Scopus,2-s2.0-16444378909
"Katkov, A.S.","7003965554","Portable comparison standard based on the josephson effect",2005,"Measurement Techniques",48,"2",,175,179,,2,10.1007/s11018-005-0119-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21144435008&partnerID=40&md5=235d3757825ce630d5ad190e0f6a912f",Article,Final,,Scopus,2-s2.0-21144435008
"Baba, S.P., Zehra, S., Bano, B.","7402377179; 8600999000; 6602438740","Purification and characterization of kininogens from sheep plasma",2005,"Protein Journal",24,"2",,95,102,,10,10.1007/s10930-004-1516-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21044440593&partnerID=40&md5=eb6e93b48fd0fe090e5be1bd81567ed0",Article,Final,,Scopus,2-s2.0-21044440593
"Srimathi, S., Jayaraman, G.","9942903100; 7004518802","Effect of glycosylation on the catalytic and conformational stability of homologous α-amylases",2005,"Protein Journal",24,"2",,79,88,,17,10.1007/s10930-004-1514-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14544285260&partnerID=40&md5=65f8829f1d2f894baf5338d2bd5de256",Article,Final,,Scopus,2-s2.0-14544285260
"Basdanis, G., Papadopoulos, V.N., Michalopoulos, A., Apostolidis, S., Harlaftis, N.","8314267100; 8061835700; 8304280300; 8304280500; 8061836300","Randomized clinical trial of stapled hemorrhoidectomy vs open with Ligasure for prolapsed piles",2005,"Surgical Endoscopy and Other Interventional Techniques",19,"2",,235,239,,58,10.1007/s00464-004-9098-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18844413803&partnerID=40&md5=8bb735f4f8a72b004907ad6b93419ea9",Article,Final,,Scopus,2-s2.0-18844413803
"Yue, L., Wang, W., Wei, Y., Gong, Y.","8087401500; 56937282400; 55503494500; 7402475232","Dispersion characteristics of coaxial circular-arc-groove slow-wave structure",2005,"International Journal of Infrared and Millimeter Waves",26,"1",,107,116,,,10.1007/s10762-004-2039-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16244409856&partnerID=40&md5=7a98e038bdd03d1e6e3501ff253ab7bd",Article,Final,,Scopus,2-s2.0-16244409856
"Bhattacharjee, C., Saha, S., Biswas, A., Kundu, M., Ghosh, L., Das, K.P.","8586973000; 7403281021; 7202059636; 56040594600; 57213392470; 35513771600","Structural changes of β-lactoglobulin during thermal unfolding and refolding - An FT-IR and circular dichroism study",2005,"Protein Journal",24,"1",,27,35,,70,10.1007/s10930-004-0603-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20844448930&partnerID=40&md5=e5a2820b1032a4a2e88180a39af9be4e",Article,Final,,Scopus,2-s2.0-20844448930
"Ermanyuk, E.V., Gavrilov, N.V.","6506722354; 57190673479","Interaction of an internal gravity current with a submerged circular cylinder",2005,"Journal of Applied Mechanics and Technical Physics",46,"2",,216,223,,27,10.1007/s10808-005-0038-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-15044344346&partnerID=40&md5=259ece14f46e3f7008f41fdd4d8579df",Article,Final,,Scopus,2-s2.0-15044344346
"Guz, A.N., Shnerenko, K.I., Godzula, V.F.","7102556771; 6602586163; 6603659078","Stress state of a composite shell with a sizable opening",2005,"Mechanics of Composite Materials",41,"1",,33,38,,2,10.1007/s11029-005-0004-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17044363242&partnerID=40&md5=b67494a233a12f98830e0b5da8157c19",Article,Final,,Scopus,2-s2.0-17044363242
"Isaev, S.A., Leont'ev, A.I., Kudryavtsev, N.A., Baranov, P.A., Zhukova, Yu.V.","13805875900; 7102074089; 13805879400; 7102193770; 6603005027","Enhancement of vortex heat transfer in a bundle of transverse tubes with ordered trenches",2005,"Journal of Engineering Physics and Thermophysics",78,"1",,115,126,,2,10.1007/s10891-005-0037-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-24944548816&partnerID=40&md5=db17c44ca0197862935acdd89728a629",Conference Paper,Final,,Scopus,2-s2.0-24944548816
"Kazakevičiūtė, M.","8216291100","Classification of pairs of natural quadrics from the point of view of Laguerre geometry",2005,"Lithuanian Mathematical Journal",45,"1",,50,65,,3,10.1007/s10986-005-0006-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18244399595&partnerID=40&md5=ac5bf34f04f6d4945a00090bd9a30fca",Article,Final,,Scopus,2-s2.0-18244399595
"Kauffmann, P., Abdel-Salam, T., Williamson, K., Considine, C.","7006970419; 8613391500; 8522909900; 6602767460","Privatization initiatives: A source for engineering economy case studies",2005,"ASEE Annual Conference and Exposition, Conference Proceedings",,"",,11503,11509,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-22544485394&partnerID=40&md5=327bf93f9e38467f19690c3d270c67cf",Conference Paper,Final,,Scopus,2-s2.0-22544485394
"Vidal, C.","56279094900","Periodic solutions of symmetric perturbations of gravitational potentials",2005,"Journal of Dynamics and Differential Equations",17,"1",,85,114,,3,10.1007/s10884-005-3143-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-23044493021&partnerID=40&md5=3f2e154449b09f6eaf731fed1686c14c",Article,Final,,Scopus,2-s2.0-23044493021
"Frießs, L., Klamroth, K., Sprau, M.","8399575600; 6603863266; 8399575500","A wavefront approach to center location problems with barriers",2005,"Annals of Operations Research",136,"1",,35,48,,14,10.1007/s10479-005-2037-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18944378476&partnerID=40&md5=170fccab0be750f3bcfd647fd89434b0",Conference Paper,Final,,Scopus,2-s2.0-18944378476
"Ivanyts'kyi, Ya.L., Shtayura, S.T.","8878713100; 9132976300","Evaluation of the characteristics of crack resistance of materials for mixed macromechanisms of fracture",2005,"Materials Science",41,"1",,113,121,,2,10.1007/s11003-005-0139-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-25444490963&partnerID=40&md5=2341007b5f13b0cab2acbb4c53f8b1b7",Article,Final,,Scopus,2-s2.0-25444490963
"Beardsley, S.A., Vaina, L.M.","6602616006; 56772508700","How can a patient blind to radial motion discriminate shifts in the center-of-motion?",2005,"Journal of Computational Neuroscience",18,"1",,55,66,,11,10.1007/s10827-005-5473-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16244404216&partnerID=40&md5=714b749b19a5d04409c7fe7f0787e5d9",Article,Final,,Scopus,2-s2.0-16244404216
"Matolcsi, T., Matolcsi, M.","6602142597; 6506862556","Thomas rotation and Thomas precession",2005,"International Journal of Theoretical Physics",44,"1",,63,77,,6,10.1007/s10773-005-1437-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20644434169&partnerID=40&md5=d21a3b80154c128782ee8c3bf45fa6d6",Article,Final,,Scopus,2-s2.0-20644434169
"Stankevich, V.Z., Stasyuk, B.M., Khai, O.M.","7801674789; 6508070815; 6507467302","Dynamic analysis of interacting coplanar cracks in a half space with a clamped boundary condition using boundary integral equations",2005,"Journal of Applied Mechanics and Technical Physics",46,"1",,124,128,,1,10.1007/s10808-005-0053-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14844311263&partnerID=40&md5=2be937ab2740bc6d9b6ea01b36fe8f98",Article,Final,,Scopus,2-s2.0-14844311263
"Misawa, K., Hachisuka, T., Kuno, Y., Mori, T., Shinohara, M., Miyauchi, M.","57205904390; 7003834189; 36851922700; 55479030300; 56241740200; 57217509961","New procedure for purse-string suture in thoracoscopic esophagectomy with intrathoracic anastomosis",2005,"Surgical Endoscopy and Other Interventional Techniques",19,"1",,40,42,,10,10.1007/s00464-004-9138-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16844362031&partnerID=40&md5=cfef77a80bc47f7df0bc21dfa29e6199",Article,Final,,Scopus,2-s2.0-16844362031
"Ferrand, D., Marcet, S., Pacuski, W., Gheeraert, E., Kossacki, P., Gaj, J.A., Cibert, J., Deparis, C., Mariette, H., Morhain, C.","13105334700; 8534419000; 12544978600; 7004393760; 7005880157; 7004636131; 7005057735; 8330094700; 7006348956; 7004351543","Spin carrier exchange interactions in (Ga,Mn)N and (Zn,Co)O wide band gap diluted magnetic semiconductor epilayers",2005,"Journal of Superconductivity and Novel Magnetism",18,"1",,15,21,,12,10.1007/s10948-005-2143-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20244384994&partnerID=40&md5=47ce4957b80356684e84f44d263711f8",Article,Final,,Scopus,2-s2.0-20244384994
"Dombry, C.","14031530700","A probabilistic study of DNA denaturation",2005,"Journal of Statistical Physics",120,"3-4",,695,719,,1,10.1007/s10955-005-5962-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-26044480678&partnerID=40&md5=4365b50954d6fdab3dfa9126bb522217",Article,Final,,Scopus,2-s2.0-26044480678
[No author name available],[No author name available],"Budget slitter introduced",2005,"Converter",42,"1",,11,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-12344292306&partnerID=40&md5=218c7f438daf63376b0fa4b63042c17c",Note,Final,,Scopus,2-s2.0-12344292306
"Ivanova, A.A., Kozlov, V.G., Kolesnikov, A.K.","7202200897; 7402208368; 7101682193","Effect of rotation on the vibroconvective stability of a fluid layer with internal heat release",2005,"Fluid Dynamics",40,"1",,46,53,,2,10.1007/s10697-005-0042-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-24944572398&partnerID=40&md5=b914c17f946f2feb61b869ce7ff2da52",Article,Final,,Scopus,2-s2.0-24944572398
"Udías, A., Muñoz, D., Buforn, E., de Galdeano, C.S., del Fresno, C., Rodriguez, I.","6603675771; 7103163223; 6603861528; 6603032721; 8618351900; 57220553395","Reevaluation of the earthquakes of 10 March and 19 May 1951 in southern Spain",2005,"Journal of Seismology",9,"1",,99,110,,5,10.1007/s10950-005-5936-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16344370796&partnerID=40&md5=86386d4aaa69d9ed0f315d6b63e9ecc5",Article,Final,,Scopus,2-s2.0-16344370796
"Alt, H., Cheong, O., Vigneron, A.","35449603900; 57191986875; 55925742900","The voronoi diagram of curved objects",2005,"Discrete and Computational Geometry",34,"3",,439,453,,32,10.1007/s00454-005-1192-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-23944492932&partnerID=40&md5=3afae3555e0e2d9b5c8a2b197557bad8",Article,Final,Open Access,Scopus,2-s2.0-23944492932
"Sawaryn, S.J., Thorogood, J.L.","6603250120; 55810127800","A compendium of directional calculations based on the minimum curvature method",2005,"SPE Drilling and Completion",20,"1",,24,36,,36,10.2118/84246-PA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18744399008&partnerID=40&md5=5ec235d313da210a892c5e7bca64c0ee",Article,Final,,Scopus,2-s2.0-18744399008
"Fejtek, I., Waller, G., Wong, R.","9845564500; 9844653000; 9839749700","Computational study of the flowfield of an aircraft outflow valve",2005,"Collection of Technical Papers - AIAA Applied Aerodynamics Conference",1,"",,534,541,,5,10.2514/6.2005-4843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-28844436533&partnerID=40&md5=a200ce31a2a29a4e6eb36090e45947d4",Conference Paper,Final,,Scopus,2-s2.0-28844436533
"Zakora, S.V., Chekhov, V.N., Shnerenko, K.I.","6507233460; 16404825100; 6602586163","Stress concentration around a circular hole in a transversely isotropic spherical shell",2004,"International Applied Mechanics",40,"12",,1391,1397,,5,10.1007/s10778-005-0045-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18144364006&partnerID=40&md5=4d6d88f431dd85a4f28b69741102bc81",Article,Final,,Scopus,2-s2.0-18144364006
"Zhdanov, V.L., Isaev, S.A., Baranova, T.A.","7402337227; 13805875900; 9267392300","Laminar flow past a circular cylinder under the effect of nonstationary jet efflux to the near-wake region",2004,"Journal of Engineering Physics and Thermophysics",77,"5",,1013,1021,,4,10.1023/B:JOEP.0000049544.28150.38,"https://www.scopus.com/inward/record.url?eid=2-s2.0-27744578859&partnerID=40&md5=e9341ed32753a5e0fb37a989d9d19aa8",Article,Final,,Scopus,2-s2.0-27744578859
"Kirilyuk, V.S.","8067457100","The stress state of an elastic orthotropic medium with a penny-shaped crack",2004,"International Applied Mechanics",40,"12",,1371,1377,,6,10.1007/s10778-005-0042-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18144378827&partnerID=40&md5=9394a702e6acbd80d9b3e5df94ebaa2b",Article,Final,,Scopus,2-s2.0-18144378827
"Liu, Y., Tech., L., Osvalder, A.-L.","55191579800; 8514027300; 6603149051","Usability evaluation of a Gui prototype for a ventilator machine",2004,"Journal of Clinical Monitoring and Computing",18,"5-6",,365,372,,17,10.1007/s10877-005-7997-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20944448919&partnerID=40&md5=4b687ba6cc32c0114adb494ba4c478fc",Article,Final,,Scopus,2-s2.0-20944448919
[No author name available],[No author name available],"Thygesen opens new plant in China",2004,"Knitting International",111,"1321",,31,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-11244309389&partnerID=40&md5=4b7614736a3094692995e8d445d71c5e",Article,Final,,Scopus,2-s2.0-11244309389
"Morgun, A., Shulzhenko, N., Socorro-Silva, A., Diniz, R.V.Z., Almeida, D.R., Gerbase-Delima, M.","6603428472; 6602079946; 16686929100; 7004120517; 7006196146; 7004366134","T cell receptor excision circles (TRECs) in relation to acute cardiac allograft rejection",2004,"Journal of Clinical Immunology",24,"6",,612,616,,6,10.1007/s10875-004-6246-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21644438508&partnerID=40&md5=93935976fcaf47ed4619e64fd94b94d9",Article,Final,,Scopus,2-s2.0-21644438508
[No author name available],[No author name available],"75 years of Bauerfeind | 75 Jahre Bauerfeind",2004,"Melliand Textilberichte",85,"11-12",,865,866,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-13244273467&partnerID=40&md5=39947d4eaf2b7ee532bde9a77f6444a3",Article,Final,,Scopus,2-s2.0-13244273467
"Kolomiyets, S.V., Kashcheyev, B.L.","6506695489; 6603109291","Complex of meteoroid orbits with eccentricities near 1 and higher",2004,"Earth, Moon and Planets",95,"1-4",,229,235,,1,10.1007/s11038-005-3447-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645075184&partnerID=40&md5=4dd6d57b6fc5f3fa0817342275dc932a",Article,Final,,Scopus,2-s2.0-33645075184
"Kaneshiro, J.Y., Piek, M.L., Cotton, G.","56127179500; 8929234400; 57198308957","Design build of the New Mississippi Outfall, Denver, Colorado",2004,"Proceedings of the ASCE Pipeline Division Specialty Congress - Pipeline Engineering and Construction",,"",,535,548,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-27144513770&partnerID=40&md5=63aa6841f8a74fbc56439f778278b945",Conference Paper,Final,,Scopus,2-s2.0-27144513770
"Maksimyuk, V.A., Chernyshenko, I.S.","7003824926; 7003866488","Mixed functionals in the theory of nonlinearly elastic shells",2004,"International Applied Mechanics",40,"11",,1226,1262,,16,10.1007/s10778-005-0032-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17544380191&partnerID=40&md5=8ed70c275f562a3fa3ae244ebf01d429",Article,Final,,Scopus,2-s2.0-17544380191
"Tait, N.","35612964500","Profiles of three leading Hong Kong textile and clothing companies: Ace style, Crystal group and pacific textiles",2004,"Textile Outlook International",,"114",,14,40,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-13844297497&partnerID=40&md5=c4a4bbb03d970a59182f577854314750",Article,Final,,Scopus,2-s2.0-13844297497
"Rakitin, Yu.V., Kalinnikov, V.T., Novotortsev, V.M.","6701598197; 7005029694; 7004702101","Jahn-Teller effect in trigonal μ-oxoclusters",2004,"Russian Chemical Bulletin",53,"11",,2478,2484,,7,10.1007/s11172-005-0142-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21644455425&partnerID=40&md5=78e308af94b94e0862de25094ed16b34",Article,Final,,Scopus,2-s2.0-21644455425
"Lin, C.-H., Li, L., Lyu, P.-C., Chang, J.-Y.","56805391300; 57193868977; 15132207600; 7601547200","Distinct unfolding and refolding pathways of lipid transfer proteins LTP1 and LTP2",2004,"Protein Journal",23,"8",,553,566,,6,10.1007/s10930-004-7882-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16844387111&partnerID=40&md5=f448f1cbba033e28017ecf67946dc5a9",Article,Final,,Scopus,2-s2.0-16844387111
"Biswas, A., Das, K.P.","7202059636; 35513771600","SDS induced structural changes in α-crystallin and it's effect on refolding",2004,"Protein Journal",23,"8",,529,538,,27,10.1007/s10930-004-7880-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16844384854&partnerID=40&md5=3f736921088ba1a2d17edc3cf243d28e",Article,Final,,Scopus,2-s2.0-16844384854
[No author name available],[No author name available],"Lonati parades seamless dominance",2004,"Knitting International",111,"1319",,36,37,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-9744268138&partnerID=40&md5=89cf2906ad06453100f3bbed019684bb",Article,Final,,Scopus,2-s2.0-9744268138
"Jordi, L., Iliev, C., Fischer, T.E.","6506243192; 6505801970; 57194986475","Lubrication of silicon nitride and silicon carbide by water: Running in, wear and operation of sliding bearings",2004,"Tribology Letters",17,"3",,367,376,,45,10.1023/B:TRIL.0000044485.77019.fb,"https://www.scopus.com/inward/record.url?eid=2-s2.0-5644266958&partnerID=40&md5=b28413284690992b3d222da382255537",Article,Final,,Scopus,2-s2.0-5644266958
"Artsykova, N.A., Pertsev, A.K., Yakovlev, S.V.","7801563950; 8303699700; 55106805400","Interaction of a spherical shock wave and an elastic circular cylindrical shell",2004,"International Applied Mechanics",40,"9",,1018,1027,,4,10.1007/s10778-005-0006-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14844318571&partnerID=40&md5=d3841cf8f2d51dc160fa5bec3c5da84e",Article,Final,,Scopus,2-s2.0-14844318571
"Mastrorilli, P., Nobile, C.F., Suranna, G.P., Grisorio, R., Acierno, D., Amendola, E.","56877599600; 7006001201; 6701768479; 7801608123; 7006230485; 56227414200","Rhodium(I)-catalyzed polymerization of fluorenylacetylenes",2004,"Russian Chemical Bulletin",53,"9",,2045,2050,,,10.1007/s11172-005-0070-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-21344443682&partnerID=40&md5=3558a83d4b54a28db0ae9b533a0c5d3a",Conference Paper,Final,,Scopus,2-s2.0-21344443682
"Ollenhauer, C.","6507609973","Unlimited fineness?",2004,"Textile Network",2,"9",,46,49,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4644352442&partnerID=40&md5=bdb7dae9d1cb83ea5679b484087f6ba7",Article,Final,,Scopus,2-s2.0-4644352442
"Anakhaev, K.N.","6602403743","Free percolation and seepage flows from watercourses",2004,"Fluid Dynamics",39,"5",,756,761,,4,10.1007/s10697-005-0009-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14944360992&partnerID=40&md5=230d91054bea470e63a606fdf196a32c",Article,Final,,Scopus,2-s2.0-14944360992
"Katsuki, M., Chuang, V.T.G., Nishi, K., Suenaga, A., Otagiri, M.","8882409600; 7006236644; 49861647000; 7004720289; 7101824008","Tryptophan residues play an important role in the extraordinarily high affinity binding interaction of UCN-01 to human α-1-acid glycoprotein",2004,"Pharmaceutical Research",21,"9",,1648,1655,,9,10.1023/B:PHAM.0000041461.93787.6b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-12544250094&partnerID=40&md5=7e4258cac31d6f3cc717b1ea9757d571",Article,Final,,Scopus,2-s2.0-12544250094
"Banati, R.B., Egensperger, R., Maassen, A., Hager, G., Kreutzberg, G.W., Graeber, M.B.","8452362900; 6701602385; 56715891300; 7102912483; 7102473520; 7006329318","Mitochondria in activated microglia in vitro",2004,"Journal of Neurocytology",33,"5",,535,541,,45,10.1007/s11068-004-0515-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20044378893&partnerID=40&md5=c64033d87fb1a727f60882d50339bae9",Article,Final,,Scopus,2-s2.0-20044378893
"Denisov, G.G., Kalynova, G.I., Sobolev, D.I.","7101859021; 6505784684; 8576437800","Method for synthesis of waveguide mode converters",2004,"Radiophysics and Quantum Electronics",47,"8",,615,620,,57,10.1023/B_RAQE.0000049559.74097.86,"https://www.scopus.com/inward/record.url?eid=2-s2.0-22144489489&partnerID=40&md5=96ebca1e63ee6a5dc78253c39d03d9c8",Article,Final,,Scopus,2-s2.0-22144489489
"Qi, P.X., Wickham, E.D., Farrell Jr., H.M.","7005650442; 7004601879; 7006497423","Thermal and alkaline denaturation of bovine β-casein",2004,"Protein Journal",23,"6",,389,402,,54,10.1023/B:JOPC.0000039553.66233.3f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-16644392534&partnerID=40&md5=dbab5b48c149bc28df44a5b8d4020d37",Article,Final,,Scopus,2-s2.0-16644392534
"Heller, J., Jacobsen, T.","7201486585; 7102010103","PRB railroad pricing transition creates dilemma for coal shippers",2004,"Coal Age",109,"8",,21,22,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4344683521&partnerID=40&md5=eea4b0eabc522b1c7d69053aaa6200ec",Review,Final,,Scopus,2-s2.0-4344683521
[No author name available],[No author name available],"Rockwood buys Rader stacker/reclaimer technologies for cash",2004,"Paper Industry",21,"4",,15,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-5444274575&partnerID=40&md5=ead846b2b6a1cfba17fbeb655ed4d501",Note,Final,,Scopus,2-s2.0-5444274575
"Brovenko, A.V., Melezhik, P.N., Poyedinchuk, A.E.","16038755100; 6602392107; 57189227767","Diffraction of a plane electromagnetic wave by a metal grating with a magnetoplasma",2004,"Radiophysics and Quantum Electronics",47,"8",,569,579,,4,10.1023/B:RAQE.0000049555.80691.bb,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47249095649&partnerID=40&md5=5d42e25fe14345a224dca40b7a82bf1c",Article,Final,,Scopus,2-s2.0-47249095649
"Sorić, I.","57203372902","Liquidity of the split-dalmatian county’s economy | Likvidnost gospodarstva splitsko-dalmatinske županije",2004,"Ekonomski Pregled",55,"7-8",,557,579,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051419885&partnerID=40&md5=39d29265c833e3877f766b8e560e6992",Article,Final,,Scopus,2-s2.0-85051419885
"Ivanova, A.A., Kozlov, V.G., Chigrakov, A.V.","7202200897; 7402208368; 6506595035","Dynamics of a fluid in a rotating horizontal cylinder",2004,"Fluid Dynamics",39,"4",,594,604,,21,10.1023/B:FLUI.0000045675.82694.6c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-7244259073&partnerID=40&md5=8815943833a04bdd6a416a963951e013",Article,Final,,Scopus,2-s2.0-7244259073
"Oreste, P.","35615061900","Designing of radial bolting in tunnels",2004,"Journal of Mining Science",40,"4",,384,394,,6,10.1007/s10913-004-0022-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17044367097&partnerID=40&md5=6a5befb86b280b38874b15be0921b7e3",Article,Final,,Scopus,2-s2.0-17044367097
"Wright, S.","36792951100","Football fresh",2004,"Knitting International",111,"1316",,24,25,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3342914939&partnerID=40&md5=0eb0cb3ef34b4c530029a74c45a7c855",Article,Final,,Scopus,2-s2.0-3342914939
"Orizio, A.","8058894200","Orizio returns with confidence",2004,"Knitting International",111,"1315",,20,21,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042841556&partnerID=40&md5=178a82e4f644022f4655812baa92e609",Article,Final,,Scopus,2-s2.0-3042841556
"Matthews, B.","7202894766","Gekko systems: Rediscovering gravity",2004,"Canadian Mining Journal",125,"3",,25,27,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3242887237&partnerID=40&md5=6db9a4803c8e536671cca442f5e5c8da",Review,Final,,Scopus,2-s2.0-3242887237
"Davies, S.","57198502728","Can Ingeo sustain it's early promise?",2004,"Knitting International",111,"1315",,16,17,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042773852&partnerID=40&md5=0a4cce6d2922b72c2648a73e674a5c06",Article,Final,,Scopus,2-s2.0-3042773852
"Alekseenko, O.P., Vaisman, A.M.","7004039459; 8057554000","Growth of almost filled axial-symmetric hydraulic fracture under small and great leakages",2004,"Journal of Mining Science",40,"3",,221,230,,,10.1007/s10913-005-0001-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-14744296248&partnerID=40&md5=69de049fac7cae38ec043582f1d98624",Article,Final,,Scopus,2-s2.0-14744296248
"Italiano, S.G.","6602378505","The fixed-jointed building | L'edificio a incastro",2004,"Industria Italiana del Cemento",74,"MAY",,392,405,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3142626281&partnerID=40&md5=53b9180348129140282c790fbebb8fa0",Review,Final,,Scopus,2-s2.0-3142626281
"Tait, N.","35612964500","Ocean Lanka: A joint venture in Sri Lanka | Ocean Lanka: Ein Joint Venture in Sri Lanka",2004,"Textile Network",2,"4",,50,51,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-8644255946&partnerID=40&md5=bee527a207ed88165e480ac5c260a36b",Article,Final,,Scopus,2-s2.0-8644255946
"Hogg, N., Smith, A., McDowall, A., Giles, K., Stanley, P., Laschinger, M., Henderson, R.","36841590800; 16455497700; 15738631000; 35556905400; 7202155055; 6603471581; 55424864700","How T cells use LFA-1 to attach and migrate",2004,"Immunology Letters",92,"1-2",,51,54,,64,10.1016/j.imlet.2003.10.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1842763672&partnerID=40&md5=1dda1d5ab7b66dca471bd4a74b3c9b97",Conference Paper,Final,,Scopus,2-s2.0-1842763672
"Kornii, V.V., Kysil', B.V., Rusyn, B.P.","24479471100; 6505726383; 24479899900","Automated system for the analysis of circular spectra of metallographic images",2004,"Materials Science",40,"2",,286,290,,,10.1007/s11003-005-0015-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18044374339&partnerID=40&md5=30496964e6d5a8180ef27cf0804b31ca",Article,Final,,Scopus,2-s2.0-18044374339
"Denysyuk, I.T.","7004060392","Nonstationary heat conduction in three-dimensional bodies with nonsmooth inclusions",2004,"Materials Science",40,"2",,193,203,,,10.1007/s11003-005-0038-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-18044377826&partnerID=40&md5=c19baf2dad4a6b91d388080db5718b24",Article,Final,,Scopus,2-s2.0-18044377826
